ACCOUNT NO,LATITUDE,LONGITUDE,DEMAND,START TIME,END TIME,SERVICE DURATION
12556391,41.068738,28.674678,245,600,1000,20
12520753,41.084193,29.004582,74.47,700,1300,10
12520708,41.078269,29.012352,119.58,700,1200,5
12584062,41.092421,29.033985,87.35,800,1100,20
12592225,41.034726,28.764801,82.8,900,1600,15
12556292,41.035324,28.631868,119.85,600,1200,10
12508321,41.066949,28.994099,87.1,800,1000,5
12539818,41.017312,28.863223,17.92,800,1300,15
12562024,41.053078,28.623687,112,600,1200,20
12532498,41.032071,28.846294,23.14,900,1600,30
12515309,41.158937,28.912523,20.82,800,1000,5
12558096,41.003595,28.920148,372.98,600,1200,30
12537139,41.010452,28.873738,126.8,800,1600,5
12583306,40.963225,28.80892,67.8,700,1600,10
12536108,41.010156,28.775806,56.2,1100,1400,15
12567503,41.044397,28.957746,53.67,600,1600,15
12585014,41.035678,28.790719,44.53,900,1600,25
12541134,41.061915,28.928709,19.45,1000,1100,10
12585347,41.001146,28.797388,96.25,800,1200,15
12568467,41.058886,29.034849,8.91,800,1100,15
12509303,41.075588,28.888648,186.5,1300,1600,10
12559572,40.977281,28.868356,10.62,800,1600,15
12563530,41.0389,28.909542,139.32,900,1600,15
12509435,41.05946,28.854956,162.96,800,1600,5
12585431,41.014817,28.795438,438.2,700,1200,5
12554168,41.017807,28.626338,609.13,600,1600,15
12568614,41.043637,29.003893,5,700,1300,10
12564495,41.07034,29.017977,72.75,800,1300,15
12563628,41.077533,28.92988,6.2,800,1700,5
12533156,40.998707,28.842555,292.38,800,1300,15
12585403,41.007658,28.798438,7.29,800,1200,15
12561351,41.131636,28.47228,94.38,1100,1200,15
12567468,41.039031,28.973583,27.91,800,1000,5
12579261,41.044063,28.959326,31.1,800,1200,30
12570080,41.070787,29.010009,14.16,600,1600,15
12523302,41.075728,28.129463,490.1,1000,1200,10
12584346,41.234758,29.109529,207.95,600,1600,15
12562146,41.023822,28.669548,30.35,600,1600,10
12563464,41.038346,28.932388,400,900,1000,20
12548132,41.034499,28.658744,15.48,800,1500,15
12532653,41.039746,28.84612,116.67,800,1300,15
12532641,41.049108,28.857695,16.28,900,1300,15
12576398,41.011145,28.935367,42.36,600,1600,10
12545193,41.001099,28.826923,35.93,1230,1400,10
12504299,41.039495,28.881952,82.97,600,1600,5
12576317,41.01267,28.925859,84.02,800,1200,20
12588319,41.004456,28.681683,20.67,700,1000,10
12532521,41.045671,28.831854,73.98,1200,1600,10
12578381,41.077773,28.618917,39.64,800,1300,10
12508058,41.071703,28.980258,5.94,700,1000,15
12508343,41.069118,28.992115,22.14,700,1300,10
12504247,41.044616,28.877197,49.4,1100,1500,5
12578367,41.080847,28.97346,29.75,700,1200,5
12568587,41.046402,29.000252,7.99,800,1300,10
12560238,40.981744,28.711191,162.32,600,1200,15
12566465,41.098233,28.994812,51.39,600,1600,10
12501868,41.051623,28.945959,66.48,1200,1400,10
12563446,41.0488,28.919355,40.65,900,1200,5
12588297,41.006266,28.66168,102.5,700,1100,10
12060066,41.030161,28.649487,2868.55,830,1600,30
12549022,40.987297,28.666321,4632.31,500,800,50
12576128,41.012038,28.931594,71.85,900,1200,30
12503353,41.070634,28.996789,44.01,1000,1300,30
12515355,41.105733,28.986926,7.2,600,1600,15
12559746,40.977524,28.874323,46.41,1200,1500,15
12593213,41.101176,28.862907,109.83,1000,1100,10
12594141,41.17831,28.747176,55.5,600,1600,15
12564237,41.085133,29.046756,149.71,800,1400,15
12503242,41.076158,29.020488,81.45,800,1500,10
12533150,41.00706,28.87417,26.83,800,1300,15
12503471,41.078816,29.004331,57.15,700,900,10
12567368,41.031543,28.976109,157.65,900,1000,15
12536051,41.042499,28.784634,45.09,600,1600,10
12509471,41.045561,28.89626,1.2,600,1600,15
12519187,41.110229,29.024798,10,600,1600,15
12561168,40.988281,28.667056,94.79,800,1000,15
12584102,41.169157,29.056306,73.4,830,1100,20
12563471,41.043595,28.909439,87.55,700,800,15
12535165,41.065979,28.711039,66.75,900,1400,10
12533107,41.002879,28.857021,44.38,600,1600,10
12545653,41.000857,28.834353,87.7,600,1600,10
12557520,41.01564,28.645542,46.48,900,1200,20
12508360,41.0679,28.992374,10.4,600,1600,15
12536061,41.00718,28.775676,44.83,700,900,15
12557541,41.018764,28.696163,113.2,630,1800,15
12561308,41.00571,28.541036,14.75,1100,1300,10
12583281,40.96482,28.843938,21.12,900,1600,10
12549069,40.992905,28.626707,41.55,800,1200,10
12593201,41.098745,28.899698,17.15,700,1100,15
12531423,41.006362,28.931487,35.51,1000,1200,5
12556552,41.057943,28.673111,128.3,900,1600,10
12584181,41.165664,29.055847,18.75,700,1600,10
12503100,41.070232,28.99953,89.1,900,1100,5
12588300,41.009586,28.652447,35.28,1000,1400,10
12532515,41.03083,28.834993,47.18,600,1600,10
12559632,40.988719,28.845087,57.53,700,1500,15
12591259,41.096821,28.772318,74.49,800,1200,20
12566396,41.090607,29.003861,133.3,800,1100,5
12539824,41.046002,28.874202,46.28,600,1600,15
12558277,40.997534,28.929522,48.21,800,1300,15
12594155,41.118791,28.781755,7.48,1000,1400,15
12563538,41.042021,28.919073,51.93,600,1600,10
12533128,40.99412,28.84528,193.14,800,1100,15
12585393,41.005493,28.795926,137.35,800,1000,15
12570176,41.069371,29.009243,57.94,700,1300,10
12568572,41.047918,29.007451,57.02,600,1600,10
12545665,41.009824,28.815126,9.24,900,1600,10
12541117,41.071805,28.944597,239.65,1000,1200,30
12555086,41.01951,28.650512,29.6,600,1600,15
12569028,41.007861,28.977414,81.48,700,1000,10
12579328,41.053614,28.994692,53,900,1100,20
12556293,41.063373,28.671666,167.2,600,1200,5
12557691,41.078432,28.630734,48.92,900,1300,10
12564473,41.066469,29.017247,4.2,800,1000,10
12593135,41.099148,28.863082,50.18,600,1600,15
12545683,40.994436,28.824918,228.88,600,1600,15
12559516,40.993892,28.879955,25.81,1200,1600,10
12556294,41.072331,28.622732,27.33,600,1100,15
12545761,41.006175,28.843624,59.78,800,1300,15
12578203,41.115936,28.970503,475.5,600,1400,20
12515323,41.070173,28.979676,41.23,800,1000,15
12585171,41.002664,28.781564,39.16,900,1600,25
12557658,41.057748,28.627599,201.75,800,1600,5
12579355,41.042733,28.998984,40.91,600,1600,15
12594022,41.184712,28.741648,12.25,700,1200,15
12523196,41.076634,28.257823,35,900,1200,14
12569242,41.052997,28.990713,32.16,600,1000,5
12557692,41.036795,28.628861,79.88,700,1200,5
12515021,41.157719,28.913956,62.27,800,1150,10
12564219,41.078161,29.025979,88.8,700,1800,15
12576361,41.016249,28.931142,10.62,800,1200,15
12508337,41.063893,28.977437,206.97,1000,1200,10
12554105,41.004568,28.625183,9.9,900,1400,10
12538236,41.026242,28.815136,63.18,700,900,15
12556452,41.153099,28.618934,17.97,600,1200,20
12503466,41.079707,29.007325,12.25,800,1100,20
12579236,41.073353,28.89145,212.21,800,1200,15
12515319,41.092347,28.97518,9.6,800,1300,15
12515050,41.180203,28.886144,67.99,800,1200,5
12570026,41.071859,28.998278,67,1230,1500,15
12520210,41.081098,29.01014,491.23,600,1200,15
12561485,40.993884,28.537527,9.6,800,1400,10
12562015,41.009666,28.659596,14.7,600,1800,20
12559597,40.981674,28.87453,89.7,800,1200,15
12538218,41.03228,28.833956,427.5,600,1600,15
12520756,41.168606,29.035892,62.55,700,1300,10
12520752,41.085925,28.986385,27.47,600,1600,10
12560243,40.980345,28.731845,46.89,600,1600,15
12558278,41.001889,28.935553,39.2,800,1300,15
12568160,41.062008,28.997381,101.05,700,900,15
12570168,41.06818,28.99863,32.75,800,1300,15
12566370,41.090505,29.003622,315.77,700,1000,45
12532656,41.048268,28.851211,24.05,800,1300,15
12578362,41.077937,28.98998,168.92,800,1600,6
12545620,40.99717,28.848442,88.68,1100,1500,15
12561481,41.053994,28.369929,112.25,600,1600,15
12510634,41.154707,28.454512,103.5,700,1300,10
12568548,41.043206,29.004014,105.33,600,1600,10
12548082,41.033758,28.699318,15.65,600,1600,15
12509137,41.103696,28.863825,77.97,1200,1600,10
12510648,41.051918,28.434193,16.69,900,1200,15
12579385,41.056097,28.985483,54.2,900,1300,15
12577071,41.012677,28.696905,87.04,830,930,15
12588190,40.996727,28.647838,6.6,1030,1200,10
12585152,41.017939,28.841689,58.57,1000,1500,35
12561185,40.991347,28.715717,153.98,830,930,18
12591375,41.102251,28.811731,133.65,900,1200,15
12576337,41.020489,28.946927,289.13,600,1600,15
12556670,41.089246,28.643128,181.75,700,1200,5
12592359,41.047588,28.799924,34,900,1200,15
12563648,41.040127,28.922321,39.75,600,1600,10
12594025,41.184339,28.752876,21.88,700,1300,15
12559706,40.986623,28.839078,16.24,1000,1300,15
12559685,40.97808,28.875564,93.56,600,1600,15
12537178,41.002444,28.817396,76.33,700,1300,15
12531302,41.007418,28.909344,65.8,800,1600,15
12568625,41.043334,29.004615,246.9,700,1300,10
12576397,41.015001,28.929054,20.09,700,1200,15
12583459,40.961824,28.824685,31.49,800,1300,15
12509375,41.053281,28.889897,58,900,1600,10
12588209,41.00671,28.640622,45.57,600,1800,20
12579286,41.039047,28.985658,10.8,800,1000,5
12509493,41.066382,28.89478,48.87,1100,1500,15
12561554,41.013968,28.547072,7.34,900,1300,10
12545348,41.003655,28.817739,53.75,600,1600,15
12576079,41.052442,28.984867,189.75,700,1100,15
12541035,41.092357,28.948622,1394.25,600,1600,15
12536101,41.035646,28.787989,69.91,700,1400,15
12559532,40.993982,28.867064,16.56,700,1600,10
12532140,41.033617,28.894803,76.4,1000,1500,20
12569320,41.015261,28.975753,29.21,800,1200,15
12563621,41.033919,28.917338,14.4,600,1600,15
12539567,41.058323,28.913457,661.52,800,930,15
12536041,41.054535,28.790264,375.8,600,1600,15
12563704,41.047027,28.933142,77.88,700,1300,10
12579395,41.056122,28.993777,13.19,1000,1300,15
12534014,41.084149,28.912093,143.1,800,1200,15
12583448,40.959884,28.824918,40,800,1300,15
12567404,41.034322,28.979197,257.3,700,1000,40
12568601,41.07606,29.042999,15.3,800,1300,15
12564302,41.066564,29.015855,43.25,700,1200,5
12557703,41.05684,28.627049,1504.8,600,1600,15
12538154,41.020481,28.826951,39,1000,1600,15
12548126,41.017641,28.666642,13.37,900,1200,10
12534022,41.079859,28.876184,15.34,600,1600,10
12591165,41.029514,28.802099,219.05,900,1600,20
12562074,41.009645,28.694728,215.09,700,1300,15
12585172,40.986556,28.712575,59.16,1030,1130,20
12585274,40.992931,28.789057,93.11,1200,1600,15
12561536,41.02172,28.579659,57.62,900,1300,10
12562016,41.010119,28.660626,2.53,600,1800,20
12584033,41.180227,28.893771,67.09,800,1200,15
12556395,41.040383,28.654092,42.4,600,1200,15
12537045,41.014451,28.856983,242.3,600,1600,15
12563418,41.038236,28.933246,162,800,1100,30
12536042,41.02481,28.796226,190.63,800,1200,15
12561456,40.993143,28.543628,6,700,1300,15
12567451,41.036525,28.985127,217.4,600,1600,15
12564492,41.112159,29.019882,81.41,600,1600,30
12588073,40.996661,28.618589,92.47,1000,1200,15
12591148,41.033698,28.768065,370.65,800,1200,20
12569403,41.015399,28.975815,27,800,1000,30
12568605,41.059176,29.025155,17.21,1000,1300,10
12515350,41.084935,28.973208,24.29,1100,1500,15
12557646,41.046598,28.651185,244,800,1600,10
12563701,41.044861,28.930916,75.53,700,1400,15
12509395,41.063425,28.867049,19.35,600,1600,15
12569380,41.008233,28.976327,38.75,800,1300,10
12568418,41.049917,29.008801,34.52,1000,1200,10
12566228,41.078433,29.011264,9,1000,1200,10
12539827,41.045297,28.869921,56.16,700,1400,15
12508328,41.062671,28.993228,18,800,900,15
12557634,41.045052,28.662432,134.99,900,1300,15
12545720,41.002699,28.81767,55.41,800,1600,10
12584315,41.121653,29.053544,50.75,600,1600,10
12576381,41.006913,28.972465,117.91,600,1600,15
12563564,41.0349,28.913384,52.23,830,1600,20
12554146,41.016275,28.627157,9,900,1300,10
12556305,41.060199,28.714644,133.47,600,1800,15
12509466,41.065862,28.838089,79.88,600,1600,15
12583209,40.965382,28.798277,147,800,1200,15
12549563,40.976547,28.655705,116.44,800,1300,15
12559673,40.97397,28.869963,43.5,700,1600,15
12548136,41.043992,28.678251,52.76,800,1300,15
12508340,41.063723,28.998478,185.4,800,1200,15
12538291,41.031609,28.81269,5.77,900,1200,15
12561514,41.002286,28.542434,45.69,1000,1300,10
12536105,41.023362,28.772855,82.45,700,900,15
12585430,41.000795,28.797138,213.27,1000,1300,15
12557702,40.993014,28.627083,1646.7,600,1600,15
12566512,41.094222,29.005,287.25,700,1300,15
12508304,41.062778,28.992764,198,600,900,20
12591381,41.091881,28.792112,6,700,1200,5
12501881,41.074784,28.981043,115.45,700,1300,10
12594158,41.185864,28.739464,31.8,1100,1500,15
12576154,41.013033,28.929062,34.61,800,1200,25
12503455,41.079678,29.006583,33.62,600,1600,10
12591370,41.063308,28.807748,17.7,600,1600,15
12576411,41.014029,28.93298,200.25,600,1600,15
12576402,41.014709,28.952488,314.55,600,1600,15
12593091,41.087915,28.89076,82.22,1200,1600,15
12541136,41.064014,28.909817,13.5,900,1100,5
12561450,40.995818,28.533878,53.63,800,1400,15
12503220,41.082625,29.037911,43.43,900,1500,5
12584364,41.139087,29.054122,64.05,800,1300,10
12558268,41.004556,28.94111,2211.9,800,1000,20
12583344,40.978176,28.819735,58.02,800,1600,15
12561506,41.025435,28.544805,26.86,800,1200,15
12549554,40.980131,28.657314,23.59,1000,1300,10
12520762,41.07908,29.00513,99.32,700,1300,10
12558215,40.986511,28.904322,194.61,700,1200,15
12509367,41.045905,28.895986,12,600,1600,10
12508345,41.067872,28.992396,2.8,600,1600,15
12593186,41.086757,28.902365,18.53,1000,1400,10
12585428,41.012905,28.796603,237.5,700,1200,5
12501017,41.027532,28.979929,16.73,1400,1600,20
12557679,41.056635,28.632076,62.5,700,1100,10
12549021,40.989663,28.660384,41.85,1000,1200,15
12563511,41.047393,28.906304,67.19,1200,1600,10
12538243,41.023923,28.814582,30.13,600,1600,10
12558276,40.997613,28.929513,43.45,800,1300,15
12591269,41.066215,28.782064,102.33,600,1600,15
12566197,41.091248,28.99875,38.94,700,1400,5
12509488,41.068572,28.855114,357.75,1000,1300,15
12508330,41.051066,29.025444,100.48,1200,1400,5
12545664,40.999293,28.827196,12.24,800,1700,20
12561520,41.023401,28.581683,192.68,1000,1300,15
12519176,41.117543,29.018173,17.82,800,1300,15
12509455,41.064658,28.845606,28.22,1200,1600,15
12539257,41.02248,28.910214,75.75,600,1000,15
12568541,41.051694,29.016739,22.08,600,1600,15
12533175,41.012816,28.828353,83,800,1000,5
12567515,41.023868,28.977779,101.1,900,1100,5
12536030,41.04029,28.770853,14.6,800,1600,15
12545581,41.010083,28.815716,14.4,900,1500,10
12557538,41.016668,28.646325,192.7,600,1600,20
12593037,41.106203,28.860577,73.91,1200,1600,10
12583221,40.986863,28.795917,8.29,800,1600,15
12557110,41.044408,28.795511,31.43,600,1100,15
12501855,41.044002,28.958294,57.82,700,1200,10
12585168,41.001333,28.799467,78.66,900,1600,30
12561509,41.018824,28.596127,12.62,800,1200,10
12562048,41.01227,28.681523,5723.81,600,900,10
12585290,40.989957,28.778725,70.36,900,1600,25
12501006,41.061101,28.97821,8.74,600,1000,15
12515335,41.179978,28.885065,54.45,1000,1200,10
12503396,41.077459,29.013455,90,700,1000,20
12562166,40.99111,28.714533,44.25,1000,1300,10
12508060,41.062525,28.993095,17.1,800,1200,25
12584078,41.03865,28.932075,49.8,900,1200,20
12515151,41.047544,28.943755,444.3,600,930,30
12588089,40.9966,28.6048,36.67,830,1200,20
12537184,41.005087,28.823155,1767.13,900,1100,45
12537134,41.019416,28.837049,80.93,600,1600,10
12504289,41.037421,28.882743,271.56,800,1600,10
12535168,41.060976,28.704898,63.79,700,1200,5
12576145,41.056939,28.98095,88.09,900,1200,15
12593006,41.019429,28.864925,753.95,600,1600,35
12589070,41.063303,28.679122,31.08,850,1300,15
12504160,41.040091,28.875063,93.5,600,1600,5
12568454,41.049608,29.006473,92.9,1000,1200,20
12539821,41.039079,28.874624,72.83,600,1600,15
12561551,41.025365,28.557583,70,700,1200,5
12509325,41.084778,28.882091,56.93,1300,1600,10
12519082,41.129872,29.024627,1285.11,800,1200,15
12569390,41.0083,28.97208,10.62,700,1300,15
12545176,41.019411,28.849908,60.08,600,1600,15
12559621,40.982768,28.872655,114.97,600,1600,15
12583439,40.978424,28.819252,7854.75,800,1000,60
12555070,41.025882,28.632868,29.51,800,1400,15
12583256,40.958285,28.816441,27.67,800,1500,20
12566486,41.116935,29.002711,270.65,600,1600,15
12583222,40.959832,28.822739,78.6,800,1600,20
12535107,41.058438,28.72994,8.63,900,1300,15
12559652,40.984293,28.851634,31.86,700,1600,15
12591243,41.109217,28.803032,25.32,900,1600,25
12558253,41.001441,28.919571,216.7,600,1600,10
12504339,41.011682,28.887831,79.38,700,1300,15
12558127,40.986393,28.904264,77.5,800,1600,15
12567517,41.03494,28.978549,37.38,1000,1300,10
12583386,40.979776,28.792621,29.33,600,1600,15
12548112,41.020968,28.67146,10.23,900,1300,15
12592199,41.059103,28.927775,29.21,900,1200,20
12591412,41.062384,28.807249,11.21,1000,1500,15
12535177,41.081526,28.685735,37.59,600,1600,15
12591109,41.020651,28.797022,44.75,900,1600,35
12504360,41.030846,28.8963,44.59,700,1400,15
12576304,41.02994,28.950504,95.04,1000,1600,5
12563661,41.035281,28.920382,12.9,600,1600,15
12564068,41.076761,29.027995,118.05,800,1300,5
12509340,41.050909,28.89761,60.36,1000,1600,30
12548130,41.038644,28.663293,23.17,800,1300,15
12533148,41.013297,28.877796,107.45,600,1600,15
12588102,40.986936,28.64743,55.74,900,1000,15
12564126,41.086274,29.048088,59.45,700,1100,10
12556621,41.07934,28.671488,34.79,600,1600,15
12533146,41.001973,28.873721,24.77,800,1200,15
12556454,41.05663,28.668072,19.31,800,1200,30
12545747,41.001999,28.818804,21.33,800,1200,10
12568564,41.048366,29.002037,7.95,1000,1200,15
12558220,40.991347,28.894117,140,800,1600,6
12584369,41.192821,28.903578,17,600,1600,15
12558203,40.995839,28.885978,189,600,1600,15
12548118,41.018398,28.665059,99.15,900,1300,10
12520759,41.085759,29.002565,7.27,700,1300,10
12549055,40.993585,28.662636,30,600,1600,15
12591408,41.120614,28.807334,66.07,600,1600,15
12560311,40.979174,28.726094,54.39,1000,1300,10
12568451,41.057635,29.008929,134.38,900,1130,15
12567479,41.033734,28.977713,45.75,800,1000,5
12532584,41.03021,28.86556,86,600,1600,10
12591345,41.06921,28.78368,110.5,700,900,20
12548091,41.018429,28.662332,69.34,900,1300,10
12592175,41.088231,28.901939,118.77,900,1200,25
12588235,41.012333,28.643739,2.75,1000,1100,15
12594023,41.184546,28.75286,81.05,700,1300,20
12556335,41.077867,28.625338,36.26,800,1600,20
12541076,41.086443,28.914001,41.36,600,1600,15
12533087,41.001069,28.870526,8.58,800,1600,5
12541118,41.068159,28.93957,23.68,800,1200,15
12532636,41.03514,28.860126,37.51,1000,1200,30
12520528,41.140397,29.047164,25.5,700,1400,15
12532328,41.04822,28.855421,99.82,700,1600,10
12537182,41.011701,28.819062,11,800,1300,15
12558090,40.986377,28.90799,40.68,600,1200,10
12539788,41.048311,28.920431,30,500,2000,10
12536074,41.050179,28.753913,53.81,1200,1600,15
12564258,41.081395,29.036075,19.44,600,1600,10
12588262,41.005476,28.638734,137.68,600,1600,20
12560140,40.981901,28.722274,340.15,730,830,20
12533120,40.995309,28.847621,351.35,600,1600,10
12570169,41.068829,28.996516,15.23,800,1300,10
12578125,41.099,28.994786,80.06,900,1500,30
