ACCOUNT NO,LATITUDE,LONGITUDE,DEMAND,START TIME,END TIME,SERVICE DURATION
12519105,41.11537,29.020751,41.34,600,1600,15
12561426,41.10011,28.262575,80,600,1600,15
12578373,40.980398,28.821152,3765.1,600,1600,15
12583182,41.03055,28.91844,27828.55,800,1230,30
12532571,41.019684,28.859007,49.97,1000,1600,15
12576247,41.014539,28.944726,6.6,800,1300,20
12538191,41.032231,28.823443,12.39,800,1200,10
12549439,41.001053,28.618457,35.12,700,1200,10
12584328,41.164124,29.04979,41.96,900,1000,5
12592174,41.108167,28.862928,57.11,830,1200,35
12520378,41.171675,29.052314,155.7,700,1200,10
12567492,41.034508,28.979974,296.96,900,1200,10
12560318,40.976501,28.732723,40.05,700,1200,7
12554167,41.003205,28.631411,30.21,900,1200,10
12568609,41.045195,29.003197,50.7,800,1300,10
12504094,41.009445,28.878054,289.75,600,1200,15
12545760,41.006325,28.832237,167.7,600,1300,15
12591148,41.033698,28.768065,370.65,800,1200,20
12557447,41.114385,28.810654,74.12,1200,1600,15
12558031,41.002715,28.77892,31.9,700,1600,15
12556489,41.095627,28.64633,1004.15,600,1100,60
12558215,40.986511,28.904322,194.61,700,1200,15
12570139,41.071921,29.015509,166.5,800,1200,15
12515021,41.157719,28.913956,62.27,800,1150,10
12548134,41.054624,28.635812,5,700,1200,5
12562082,40.998727,28.709154,67.55,600,1600,15
12593069,41.132961,28.82607,24.68,600,1500,15
12594106,41.197643,28.767871,92.7,700,1200,5
12585325,40.987144,28.780981,9,800,1700,20
12545676,41.010157,28.843736,51,600,1600,15
12588322,41.011762,28.642642,48.72,900,1300,10
12579365,41.057612,28.980112,76.71,1000,1200,5
12584067,41.105856,29.043967,92.04,800,1100,15
12561409,41.081095,28.220092,247.53,1000,1100,10
12536010,41.037184,28.769018,1489.03,600,1600,15
12541122,41.075983,28.946131,69.77,900,1200,15
12554161,41.025424,28.626828,20.47,1000,1300,10
12519052,41.114032,29.022337,77.22,600,1600,10
12542058,40.996334,28.930395,38.35,600,1600,15
12509315,41.063163,28.860153,58.8,1100,1600,15
12555151,41.035597,28.841533,6,800,1500,10
12563573,41.037621,28.922709,19.28,600,1400,15
12556644,41.059119,28.67257,13.06,900,1300,10
12519031,41.10903,29.02366,275.9,800,1400,10
12538205,41.037702,28.817186,84.34,600,1000,15
12538071,41.027774,28.822997,87.48,700,1600,15
12594011,41.100488,28.768001,103.46,800,1200,35
12509344,41.04601,28.896068,126.3,600,1600,20
12570180,41.069156,29.000169,129.12,700,1300,10
12509366,41.06139,28.864313,172.68,600,1600,10
12531249,41.024836,28.948781,164.34,600,1200,5
12539815,41.030046,28.863429,33.24,800,1300,15
12537180,41.01098,28.816475,11.85,800,1300,15
12519099,41.113091,29.021806,37.17,600,1600,15
12504294,41.032669,28.886859,120.63,800,1600,5
12560232,40.981246,28.714339,76.57,700,1300,15
12537146,41.019237,28.859351,30.43,1200,1600,15
12541132,41.08012,28.938866,48.75,600,1600,15
12566148,41.069791,28.980024,51,700,1100,11
12560135,40.982012,28.721824,29.69,800,900,10
12592309,41.050998,28.808217,3,600,1600,10
12538194,41.042892,28.816222,119.48,800,1700,20
12566459,41.107708,28.99969,11.88,700,1200,5
12530056,40.994314,28.924824,9.18,1000,1300,5
12555136,41.017469,28.641916,29.4,900,1200,10
12549027,40.99687,28.648072,79.67,800,1400,15
12558206,40.974455,28.874953,86.51,700,1600,15
12563681,41.016489,28.903779,312.5,600,1600,15
12556647,41.128245,28.626115,168,700,1200,5
12534057,41.08433,28.882794,530.86,600,800,10
12504291,41.04069,28.881635,11.28,600,1600,10
12594124,41.103829,28.792244,72.33,800,1800,15
12549560,41.038118,28.82044,10.88,800,1000,20
12537176,41.002703,28.852088,17.64,600,1300,15
12592329,41.040415,28.793417,110.55,700,900,15
12515323,41.070173,28.979676,41.23,800,1000,15
12503329,41.077592,29.012167,80.2,630,1000,15
12568524,41.055749,29.034573,31.5,800,1700,10
12583189,41.003577,28.855642,56.32,1000,1500,25
12535108,41.077163,28.694214,74.05,1200,1600,15
12556539,41.183833,28.612674,79.46,800,1200,15
12564271,41.079489,28.995182,51.31,600,1600,15
12570058,41.061351,29.003888,75,600,1300,10
12568474,41.061981,28.995943,39.05,900,1200,30
12564227,41.087076,29.022537,59.25,800,930,15
12554033,41.003347,28.632161,25.17,900,1030,20
12569386,41.016474,28.973329,193.59,900,1200,15
12538278,41.032374,28.827185,502.2,900,1200,15
12559637,40.989059,28.8473,62.98,600,1600,10
12534032,41.0738,28.894395,64.55,600,1600,15
12519149,41.113599,29.017191,49.2,600,1600,10
12584264,41.188927,29.038256,170.34,730,1400,15
12579356,41.046408,28.995861,7.92,900,1100,10
12504175,41.006305,28.883969,79.13,1000,1500,15
12570067,41.076105,28.997539,23.64,600,1600,10
12566369,41.090524,29.003741,194.48,800,1100,5
12567456,41.032129,28.983212,29.21,1000,1200,10
12504365,41.018863,28.897363,12.3,800,1300,15
12568473,41.056636,29.0062,46.18,1000,1200,20
12537167,41.014093,28.81456,186.5,1000,1200,30
12569349,41.013871,28.97526,70.74,700,1600,15
12503341,41.078669,29.010267,16.54,800,1100,15
12509242,41.025217,28.891803,84.06,600,1600,10
12539798,41.041645,28.915509,82.5,900,1100,5
12566337,41.098579,28.989576,378.33,600,1500,20
12533158,40.996067,28.861978,149.4,800,1500,15
12585409,40.998316,28.763809,7,700,1200,5
12533037,41.001069,28.870876,13.07,600,1600,10
12579254,41.052991,28.994289,164.98,800,1200,5
12559435,40.985041,28.840957,44.55,800,1600,15
12583306,40.963225,28.80892,67.8,700,1600,10
12515078,41.085826,28.975477,145.09,600,1100,25
12538301,41.043281,28.819727,28.28,800,1300,15
12588297,41.006266,28.66168,102.5,700,1100,10
12554102,41.018471,28.587932,57.05,600,1600,15
12534084,41.080867,28.893908,33,600,900,15
12588307,41.00881,28.657084,67.1,600,1600,5
12510656,40.980838,28.734175,25.75,800,1300,15
12584069,41.048772,28.928417,72.82,900,1200,25
12545748,41.008135,28.822315,11.52,900,1200,15
12509173,41.076488,28.873801,531.13,800,1600,15
12559697,40.995306,28.864999,25.83,700,1300,15
12560241,40.98235,28.722457,496.36,600,1600,15
12562024,41.053078,28.623687,112,600,1200,20
12583209,40.965382,28.798277,147,800,1200,15
12578338,41.05701,28.819714,173.18,600,1600,10
12583256,40.958285,28.816441,27.67,800,1500,20
12549559,40.995916,28.675759,13,700,1200,5
12562002,41.013932,28.650155,196.15,600,1800,15
12561100,40.9935,28.7126,40,800,1100,8
12509416,41.068873,28.895577,150.35,800,1600,10
12570142,41.061024,29.007212,24.31,800,1300,10
12566512,41.094222,29.005,287.25,700,1300,15
12576443,41.017208,28.950837,11.42,900,1300,15
12594128,41.101806,28.762302,98.49,1200,1600,15
12585383,41.006726,28.795986,29.73,800,1000,15
12532566,41.033837,28.862728,12.98,800,1300,10
12568454,41.049608,29.006473,92.9,1000,1200,20
12554077,41.004833,28.628762,84.1,800,1400,15
12584382,41.179873,29.046446,6,700,1300,10
12556661,41.058794,28.668282,85,900,1200,10
12556575,41.073682,28.683788,128.35,800,1000,10
12568294,41.080734,29.035668,13.2,650,1100,5
12566373,41.115088,28.998113,161.91,800,1100,5
12534069,41.080064,28.878072,35.31,800,1200,15
12538073,41.040014,28.831129,11.08,700,1600,15
12536060,41.02455,28.796776,48.2,600,1600,15
12548010,41.024003,28.686174,43.66,800,930,15
12562174,41.004244,28.688585,187.74,700,1200,5
12591368,41.073509,28.795406,15,900,1200,15
12564126,41.086274,29.048088,59.45,700,1100,10
12570170,41.071914,29.013326,44.61,800,1300,15
12570090,41.065565,29.009171,48.87,1000,1200,5
12560317,40.997366,28.698934,84,700,1300,10
12515294,41.064608,28.960126,1007.73,700,1300,5
12533065,41.005723,28.859664,110.45,600,1600,15
12556574,41.073591,28.683685,149,800,1000,10
12591381,41.091881,28.792112,6,700,1200,5
12563660,41.035321,28.920565,323.03,600,1600,15
12545510,41.005595,28.845798,21.1,600,1600,15
12593021,41.093296,28.865532,111.53,830,1200,15
12558176,40.998707,28.90166,90.25,800,1400,20
12567437,41.036337,28.984912,23.6,600,800,15
12566393,41.090852,28.997987,171.76,800,1100,10
12566221,41.0906,29.0037,141.6,800,1100,20
12579389,41.052436,28.992872,29.5,1000,1300,15
12591412,41.062384,28.807249,11.21,1000,1500,15
12585148,40.99451,28.778762,33.46,900,1600,30
12578160,41.080167,28.995075,55.97,800,1300,16
12510657,41.03546,28.839969,7.47,800,1300,15
12560311,40.979174,28.726094,54.39,1000,1300,10
12504281,41.037328,28.882523,1382.2,600,1600,15
12583281,40.96482,28.843938,21.12,900,1600,10
12539602,41.058324,28.915788,40.11,830,1400,15
12509474,41.053259,28.875067,41.6,800,1300,15
12592225,41.034726,28.764801,82.8,900,1600,15
12520210,41.081098,29.01014,491.23,600,1200,15
12504315,41.014805,28.896618,131.32,600,1600,5
12556598,41.059407,28.668859,15.71,800,1600,16
12564506,41.065269,29.02895,50.77,600,1600,10
12593012,41.091762,28.883818,52.95,700,1400,10
12583402,40.972919,28.804662,4.6,700,1200,15
12567221,41.035824,28.987185,126.38,630,1000,10
12561541,41.004254,28.545409,22.05,900,1300,10
12561287,41.009397,28.661431,82.93,1000,1600,25
12561415,41.083252,28.365217,139.8,800,900,25
12585160,40.981137,28.874061,73.64,800,1200,30
12534090,41.074688,28.887726,31.53,600,1600,15
12592328,41.047803,28.799554,39.45,700,900,15
12557507,40.99186,28.711314,29,1000,1100,10
12568529,41.047198,29.002212,20.7,800,1000,10
12561238,41.000169,28.647219,38.7,600,1000,10
12584062,41.092421,29.033985,87.35,800,1100,20
12548112,41.020968,28.67146,10.23,900,1300,15
12570072,41.067187,29.014034,55.71,700,900,10
12558286,40.989707,28.904981,32.39,1000,1400,15
12519160,41.105685,29.024578,143.4,700,1200,5
12570153,41.065423,29.003066,42.9,800,1300,15
12560322,40.987456,28.69879,22.28,900,1300,10
12539801,41.057053,28.913796,66.98,900,1100,5
12558219,40.995864,28.886081,177.5,700,1600,15
12561398,41.081628,28.260598,46.44,900,1000,20
12561432,41.073817,28.243564,23.73,1130,1230,10
12545176,41.019411,28.849908,60.08,600,1600,15
12556641,41.070289,28.640424,23.31,600,1600,15
12579271,41.03466,28.989271,22.24,800,1000,15
12561425,41.072661,28.243865,101.8,1100,1200,15
12520653,41.084952,29.004322,83.14,800,1300,15
12585217,41.047655,28.778616,143.75,800,1600,15
12515204,41.072404,28.979691,41.93,830,1600,30
12532639,41.040235,28.859311,8.43,1000,1200,15
12564498,41.073285,29.02885,72.48,800,1300,15
12562071,40.995763,28.70642,77.96,800,1400,15
12060088,41.030161,28.649487,1974,830,1600,30
12566479,41.098116,29.006315,66.32,600,1600,10
12576451,41.022252,28.945122,212.44,800,1000,20
12504353,41.017293,28.897565,58.33,600,1600,15
12579399,41.054116,28.980268,25.5,700,900,10
12532628,41.032744,28.85655,322.75,900,1100,15
12533111,41.00253,28.859906,150.29,800,1600,5
12590650,41.030392,28.917352,11740.05,600,1600,10
12593006,41.019429,28.864925,753.95,600,1600,35
12576411,41.014029,28.93298,200.25,600,1600,15
12515328,41.177705,28.887018,16.95,1100,1400,10
12519112,41.106584,29.044812,63.22,600,1600,15
12556625,41.070342,28.694864,42.26,600,1600,10
12556507,41.065087,28.670754,58.85,1300,1600,15
12576391,41.01208,28.940074,209.22,700,1500,15
12555125,41.020512,28.635181,14.5,800,1200,15
12548118,41.018398,28.665059,99.15,900,1300,10
12554114,40.997453,28.626079,52.09,800,1300,10
12520693,41.076024,29.017099,88.59,700,1200,5
12520615,41.083201,29.003155,188.89,1200,1600,5
12557672,41.056194,28.627625,336.5,700,1200,15
12562095,41.003205,28.688323,124.4,900,1600,15
12519185,41.114479,29.0546,279.34,800,1300,10
12563661,41.035281,28.920382,12.9,600,1600,15
12583262,40.987855,28.817646,152.75,700,1400,30
12583466,40.965897,28.797705,42.9,1000,1100,30
12594136,41.124742,28.766897,41.2,700,900,15
12559634,40.982263,28.86014,37.85,700,1500,15
12520747,41.082874,29.001517,81,700,1300,10
12509477,41.051888,28.891756,37.84,800,1200,15
12583449,40.988302,28.797583,240.6,800,1000,30
12568585,41.058329,29.015021,350,700,1200,5
12568588,41.055924,29.034597,8,800,1300,10
12538262,41.030334,28.827672,178.03,900,1100,15
12510622,41.070451,28.267252,55.07,600,1600,10
12593091,41.087915,28.89076,82.22,1200,1600,15
12567447,41.034789,28.976912,150,1000,1200,15
12592158,41.067119,28.897559,62.66,900,1200,30
12564254,41.066318,29.017354,110,800,1000,10
12508340,41.063723,28.998478,185.4,800,1200,15
12557554,41.015956,28.663427,47.39,800,1200,15
12559673,40.97397,28.869963,43.5,700,1600,15
12585434,40.986059,28.785324,19.8,1000,1500,15
12508347,41.055939,28.983023,28.57,800,1600,15
12593030,41.097982,28.905936,37.04,830,1600,30
12579328,41.053614,28.994692,53,900,1100,20
12519142,41.112553,29.015441,92.64,700,1200,5
12503340,41.068435,29.000172,62.28,700,1000,10
12554088,41.00764,28.632765,110.7,700,1300,15
12532515,41.03083,28.834993,47.18,600,1600,10
12556233,41.025967,28.623006,345.78,800,1300,20
12562077,41.010564,28.710832,29.93,700,1300,15
12594145,41.119547,28.798313,198.05,700,900,15
12576151,41.000282,28.923173,22.83,800,1500,10
12563668,41.016906,28.906186,44.28,800,1400,15
12576385,41.016025,28.949126,15.76,700,1200,15
12532598,41.046175,28.825245,116.01,900,1200,15
12566357,41.097676,29.004375,33.3,900,1130,5
12579339,41.044065,28.985748,27.9,800,1000,10
12578132,41.082222,28.973897,88.61,900,1100,30
12545312,41.002387,28.81852,269.87,600,1600,40
12576300,41.027023,28.948564,26.95,800,1200,20
12583221,40.986863,28.795917,8.29,800,1600,15
12508358,41.064786,29.002241,85.17,700,1300,15
12539257,41.02248,28.910214,75.75,600,1000,15
12520692,41.085949,29.008171,15.86,700,1200,5
12564308,41.085155,29.04509,50.81,600,1600,10
12559736,40.984236,28.877247,15.18,800,1300,15
12554002,40.997672,28.629631,133.2,800,930,10
12562069,40.998456,28.701065,310.35,800,1200,15
12520753,41.084193,29.004582,74.47,700,1300,10
12508333,41.066827,28.996879,13.74,800,1300,15
12560282,40.983811,28.718146,40.89,600,1600,10
12560087,41.030064,28.680965,53.41,800,1200,20
12533056,40.992319,28.84562,10.62,600,1600,10
12533099,40.997253,28.846086,43.75,800,1600,10
12503019,41.071585,29.028689,51.52,900,1100,5
12533128,40.99412,28.84528,193.14,800,1100,15
12584243,41.168041,29.05746,35,800,1600,15
12537142,41.014206,28.863309,12.96,800,1600,5
12563653,41.04513,28.907687,14.4,600,1600,15
12558264,40.99535,28.909729,27.45,800,1300,15
12535088,41.081898,28.683798,149.4,600,1600,10
12578311,41.093686,28.969282,144.64,800,1600,30
12515266,41.070535,28.973361,39.79,800,1600,10
12503407,41.069214,28.998426,37.1,1200,1500,15
12556609,41.113665,28.639012,25.09,600,1600,15
12503319,41.038327,28.810015,526.5,700,1000,15
12558200,41.005885,28.90736,9.6,600,1600,15
12561511,41.143163,28.466864,22.3,1000,1400,10
12559661,40.981568,28.874334,12.15,600,1200,15
12509487,41.063783,28.859281,69.15,800,1000,30
12585274,40.992931,28.789057,93.11,1200,1600,15
12591411,41.070664,28.795505,40.26,800,1200,15
12532543,41.054702,28.840089,29.13,600,1600,15
12504259,41.044711,28.868965,10.5,600,1600,5
12585142,41.085756,28.804519,354.15,900,1600,30
12583297,40.961384,28.832537,33.57,800,1600,10
12545662,41.006464,28.821466,50.4,600,1600,5
12568577,41.039274,29.002669,46.8,800,900,5
12519040,41.103969,29.047224,30.11,600,1600,5
12594150,41.117137,28.773268,34.52,900,1200,15
12515325,41.17768,28.889635,46.63,1000,1300,15
12537103,41.000647,28.852339,48.66,600,1600,15
12594048,41.124628,28.765893,59.4,800,1000,15
12558290,40.990237,28.903815,80.88,900,1100,15
12570190,41.068265,29.008907,132.7,700,1300,10
12579292,41.070787,29.010484,14.16,800,1000,10
12578227,41.089344,28.875367,84.28,800,1400,15
12561437,41.075568,28.250101,9.6,1000,1300,15
12570129,41.07217,29.000287,8.33,800,1000,10
12561449,40.99581,28.542076,35.63,800,1400,15
12583300,40.974683,28.796767,15.29,700,1600,10
12594159,41.122319,28.770769,31.2,800,1300,15
12559686,40.978644,28.877175,371.7,800,1600,15
12519124,41.1103,29.017089,11.63,700,1200,5
12558108,41.010577,28.938164,106.52,1100,1600,10
12504320,41.015901,28.88311,186.65,600,1600,10
12593210,41.102696,28.892753,28.9,700,1000,15
12569404,41.005781,28.96177,67.17,800,1000,30
12564068,41.076761,29.027995,118.05,800,1300,5
12503386,41.078198,29.012989,760.66,800,1200,60
12060082,41.030161,28.649487,3874,830,1600,30
12532657,41.045189,28.836143,19.8,1000,1400,15
12538163,41.019638,28.822358,9.13,900,1600,10
12550187,41.033556,28.448812,2,900,1200,10
12538051,41.036442,28.822525,105.5,700,1600,15
12563461,41.047714,28.922024,52.05,600,800,10
12557675,41.094096,28.618657,310.7,700,1200,15
12535171,41.06388,28.686779,32.75,900,1200,15
12560261,40.989226,28.711745,174.53,800,1200,10
12561250,41.013917,28.650122,181.25,800,1200,20
12549436,40.983578,28.668779,29.78,800,1200,10
12563599,41.016191,28.905654,40.59,600,1600,10
12538231,41.018376,28.813405,110.24,700,900,15
12515320,41.081757,28.973699,137.49,800,1200,10
12576298,41.010729,28.938293,139.2,1000,1600,10
12594071,41.26512,28.678892,243.33,600,1600,10
12578269,41.118676,29.024849,147.5,600,1100,15
12558293,40.985401,28.907819,18.34,800,1000,20
12562146,41.023822,28.669548,30.35,600,1600,10
12534066,41.073528,28.904191,25.67,900,1100,5
12508228,41.065665,28.995084,157.22,700,900,20
12554189,41.009084,28.633063,10.89,800,1300,15
12584230,41.178805,28.992427,91.3,800,1400,15
12503220,41.082625,29.037911,43.43,900,1500,5
12555114,41.019829,28.64697,38.34,600,1600,15
12535170,41.060103,28.714473,27.6,900,1400,15
12579204,41.051196,28.990256,75.9,800,1200,15
12509482,41.062553,28.860044,34.49,1000,1400,15
12592261,41.03466,28.793708,40.8,1000,1200,15
12554026,40.979615,28.676301,66.89,1200,1300,20
12520404,41.110917,29.031369,52.5,800,1200,15
12554171,41.002541,28.632345,14.4,900,1300,10
12504333,41.039302,28.880883,8.5,800,1300,15
12591199,41.062104,28.80978,204.5,900,1600,25
12504247,41.044616,28.877197,49.4,1100,1500,5
12504213,41.035093,28.881629,47.6,700,800,15
12567345,41.042088,28.966707,11.67,1000,1400,20
12508203,41.068228,28.992188,8.4,800,1200,25
12509270,41.067769,28.897503,7.17,700,1200,10
12569297,41.023682,28.97739,27.77,800,1600,10
12548091,41.018429,28.662332,69.34,900,1300,10
12584009,41.033794,28.968294,138.45,800,1100,17
12537172,41.012592,28.819313,86.4,800,1000,30
12554137,40.999691,28.628293,54.29,600,1600,10
12588136,41.007852,28.644276,4.8,1000,1100,10
12570144,41.068339,29.012279,30,700,1200,5
12559744,40.983543,28.876741,46.96,1100,1400,15
12584181,41.165664,29.055847,18.75,700,1600,10
12548104,41.038736,28.670961,76.5,700,1200,10
12592017,41.137663,29.053458,156.2,800,1300,15
12591108,41.05362,28.795373,69.18,900,1600,25
12534021,41.068411,28.895813,15.34,600,1600,10
12508243,41.062427,28.989371,211.4,800,1100,15
12531104,41.010912,28.942521,194.57,900,1200,12
12559622,40.977644,28.870848,173.22,600,1600,15
12562158,41.015285,28.690001,77.02,600,1600,15
12579377,41.050565,28.994295,49.5,800,1200,10
12533016,41.009801,28.875147,15.16,900,1400,30
12592286,41.049304,28.807692,528.88,600,1600,10
12549434,40.982603,28.668559,5.25,700,1100,10
12583205,41.0455,28.905506,34.79,900,1200,20
12562038,40.991787,28.71544,149.01,830,930,25
12519214,41.110465,29.041052,35.64,700,1300,10
12562154,41.004138,28.690532,63.1,800,1200,10
12532262,41.036228,28.856893,894.94,700,1600,45
12535029,41.077574,28.750714,93.76,600,1600,10
12532130,41.033786,28.863831,94.35,700,1600,15
12532645,41.050711,28.855029,33.32,600,1600,15
12592022,41.049967,29.025511,76.69,800,1200,20
12533061,41.003828,28.882005,28.3,600,1300,15
12550168,41.072102,28.244829,9.04,800,1300,10
12535153,41.063019,28.70968,16.5,900,1200,15
12568578,41.044836,29.00723,74.39,1100,1200,10
12566403,41.099486,28.993429,264.88,600,1600,5
12593074,41.098453,28.864955,158.42,600,1500,10
12559464,40.985527,28.854818,30.08,800,1500,10
12577167,41.081142,28.894274,236.78,600,800,10
12515314,41.101301,28.980123,235.14,800,1300,15
12592197,41.058794,28.928373,73.51,900,1400,20
12566228,41.078433,29.011264,9,1000,1200,10
12520638,41.085986,29.009667,54.4,800,1600,10
12548065,41.023436,28.684214,80,600,1600,15
12545014,41.001907,28.85027,99.6,600,1200,15
12567368,41.031543,28.976109,157.65,900,1000,15
12592200,41.061314,28.788718,59.55,900,1600,15
12532576,41.054748,28.826066,501.4,700,900,15
12557652,41.069112,28.620263,72.05,800,1600,5
12579141,41.018764,28.859539,19.94,1000,1500,35
12585396,41.006827,28.797968,15.3,800,1100,20
12509433,41.060814,28.851041,57.67,800,1600,5
12548067,41.018526,28.662436,64.12,800,1600,5
12568366,41.076051,29.043024,149.5,800,1300,10
12510659,41.142249,28.462981,112,800,1300,15
12578324,41.178517,28.891345,21.92,800,1500,15
12579211,41.054031,28.980985,207.95,900,1200,15
12561435,41.074104,28.245828,22.4,1100,1200,10
12563548,41.05128,28.92766,104,830,1200,10
12562072,41.002387,28.700377,189.38,800,1300,20
12537178,41.002444,28.817396,76.33,700,1300,15
12579312,41.051395,28.986758,25.5,600,1600,15
12570082,41.067595,29.001989,10.62,600,1600,15
12508343,41.069118,28.992115,22.14,700,1300,10
12539823,41.050553,28.861697,81.89,600,1000,15
12520691,41.094705,29.030036,170,1000,1200,10
12509491,41.045657,28.904983,37.47,600,1600,15
12570158,41.068944,28.999936,37.84,800,1300,15
12532649,41.035065,28.855887,67.47,1000,1400,15
12508352,41.073092,28.992112,173.33,600,1600,15
12550165,41.062084,28.386889,13.33,800,1300,10
12563703,41.021627,28.907838,13,800,1000,10
12515181,41.091895,28.975804,9.6,800,1600,5
12591020,41.067911,28.904322,34.74,700,1400,15
12579090,40.992659,28.846912,93.64,1000,1200,40
12548008,41.014596,28.665304,67.14,830,1200,20
12570168,41.06818,28.99863,32.75,800,1300,15
12584024,41.09816,28.978522,40.24,800,1100,35
12557397,41.084009,28.807182,417.83,1200,1600,25
12523196,41.076634,28.257823,35,900,1200,14
12560156,40.998792,28.69866,84.15,900,1000,20
12585399,41.002676,28.814878,26.41,700,1000,15
12509434,41.065764,28.838166,59.37,600,1600,10
12594127,41.098829,28.767146,20.3,900,1200,15
12590684,41.191502,28.596058,2340,800,1000,30
12536086,41.033708,28.791687,107.6,800,1000,25
12545767,40.99426,28.843988,24.88,800,1400,15
12559743,40.991897,28.834017,20.55,800,1000,30
12532523,41.039255,28.857873,281.5,900,1600,15
12584373,41.049069,29.027056,26.55,700,1300,10
12534001,41.081153,28.894309,12,600,800,10
12533115,41.009454,28.879604,35.13,600,1600,10
12508169,41.064815,28.993529,185.26,700,1000,10
12520744,41.081836,29.004882,21.6,700,1300,10
12558181,41.005598,28.923097,459,800,1200,15
12567422,41.035794,28.981823,512.49,600,900,15
12501868,41.051623,28.945959,66.48,1200,1400,10
12548099,41.020477,28.674335,21.33,700,1200,10
12558254,41.027238,28.919502,368.05,600,1600,10
12532411,41.052257,28.839448,67.15,630,1600,10
12568448,41.04341,29.006121,187.81,800,1200,15
12503445,41.0455,28.966506,24.65,700,1000,10
12594031,41.101054,28.762068,105.48,800,1300,15
12545739,40.994564,28.824848,20,1000,1400,15
12559514,40.991698,28.880986,71.7,800,1600,10
12561474,41.079567,28.236652,47.83,600,1600,15
12584100,41.215434,29.031029,122.64,800,1130,20
12584010,41.067242,28.994475,38.28,700,1100,30
12568610,41.047895,29.005885,7,700,1300,15
12585426,41.00729,28.795396,17.25,800,1300,15
12504253,41.011419,28.888087,191.33,600,1600,5
12567099,41.033331,28.9769,432.36,600,1000,15
12559702,40.991403,28.83105,7.2,800,1200,10
12562100,41.0055,28.714575,463.74,800,1300,20
